RSLA\BIBL\0000260672 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/katalog-ob-ekty-istoriko-kul-turnogo-nasledija-goroda-petrozavodska/ ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260693 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/katalog-ob-ekty-narodnogo-derevjannogo-zodchestva-na-istoriko-kul-turnyh-territorijah-sjamozer-e-i-prjazhinskoe-mezhozer-e/ ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260695 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/katalog-ob-ekty-arhitekturnogo-nasledija-goroda-pudozha ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260704 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/katalog-pamjatnikov-narodnogo-derevjannogo-zodchestva-v-pudozhskom-rajone/vvedenie/ ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260711 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/katalog-pravoslavnye-pamjatniki-zaonezh-ja/ ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260817 ; http://monuments.karelia.ru/ob-ekty-kul-turnogo-nasledija/kniga-velikaja-otechestvennaja-vojna-v-karelii-pamjatniki-i-pamjatnye-mesta/ ;1; HTTP/1.0 200 OK;
RSLA\BIBL\0000260836 ; http://kizhi.karelia.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000260844 ; http://kizhi.karelia.ru/opr/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262184 ; http://antique-lit.niv.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262185 ; http://svr-lit.niv.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262200 ; http://kizhi.karelia.ru/library/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262213 ; http://kizhi.karelia.ru/architecture/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262216 ; http://kizhi.karelia.ru/collection/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262218 ; http://radmuseumart.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262219 ; http://lit-prosv.niv.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262220 ; http://19v-euro-lit.niv.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262221 ; http://20v-euro-lit.niv.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262419 ; http://maskball.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262428 ; http://www.unikino.ru/ ;0; ;
RSLA\BIBL\0000262438 ; http://glinka.museum/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262490 ; http://andreev.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262493 ; http://annenskiy.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262498 ; http://blok.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262549 ; http://publish.sutd.ru/ ;0; ;
RSLA\BIBL\0000262557 ; http://publish.sutd.ru/docs/content/st_eduindesign_2015.pdf ;0; ;
RSLA\BIBL\0000262595 ; http://publish.sutd.ru/ ;0; ;
RSLA\BIBL\0000262679 ; http://bulgakov.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262681 ; http://gorkiy.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262683 ; http://griboedov.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262685 ; http://derzhavin.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262686 ; http://ekaterina-ii.niv.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000262693 ; http://www.conservatory.ru/ ;1; HTTP/1.1 200 OK;
